GiftRegistryFlag,LoyaltyMember,NPSSegments,nps,ShipDays,TransitDays,DaysToArrive,Backorder,NumOfPackages,DeliverySelection,DeliveryFee,units,retail,APPAREL,BEAUTY,HANDBAGS AND ACCESSORIES,home,JEWELRY,shoes,Carrier,OnTime,LateReason,Accurate,InaccurateReason,GoodCondition,BadConditionReason,EmailClear,PricesClear,PromotionsValid,RewardsGood,ValueItemGood,ReturnEasy,DeliveryFast,AgentAvailable,AgentEffective,ContactedCsAgent,NumCSContacts,LevelOfEffort,PromotersMostImportant,NotRecommendReason,TellFriends,AdditionalFeedback,DidNotFind
No,Yes,Promoter,10,1,2,3,N,2,Standard,0,3,95.08,Y,,,,,,Sure Post,Later than expected,Longer than expected for multiple shipments,Yes,NULL,Yes,NULL,Yes,10,10,10,10,8,4,NULL,NULL,No,NULL,NULL,Price & Value,NULL,"Actually, I've shopped online at Company's.com quite often, and I've always been satisfied with my purchases, until now.  I didn't realize that I bought the wrong size rug for my living area, and so now I have to ship it back.  It's just the inconvenience of having to return it by mail, as this item isn't returnable to the stores. other than that, I love shopping at Company's online and I always browse thru my mailing brochures and that's when I get online to see more sale items.","As I stated before.  I always shop online and at locations, but the past few orders, my items were shipped separately(which I was informed by order status) but the delivery date stated a certain date, but the delivery was actually delivered 2 days later.  I was afraid my package was delivered to another address.  which is ironic, because my last package of the order was in my mail slot at 7:15am Monday morning.  When I went to mass on Sunday morning, and ran my errands all thru the day, the package was not in my mail slot.  Am wondering, maybe my package was delivered to wrong address.  Not sure, but am relieved it was delivered otherwise, and no one took it.  I did however, order more items online and this time, I have it addressed to be delivered to my place of employment, and it's scheduled to arrive on 12/4/15.  Excited! cant' wait....",some items were not available in my size :(
No,Yes,Promoter,10,1,2,3,N,4,Standard,0,14,213.7,Y,,,Y,Y,,USPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,8,99,8,10,10,8,10,Yes by phone,1 time,Very low effort,Website Shopping Experience,NULL,"Items arrived timely, process of ordering online went smoothly, very satisfied.",NULL,NULL
No,Yes,Detractor,6,1,2,3,N,1,Standard,0,2,52.24,Y,,,,,Y,Smart Post,Cannot Answer,NULL,Yes,NULL,Yes,NULL,Cannot Answer,7,6,5,5,5,5,3,6,Yes by phone,2 or more times,Low effort,NULL,Product Delivery,I was satisfied with the call. The only problem was I still have not yet received an email confirmation. My email is tonim53@aol.com,NULL,NULL
No,Yes,Promoter,10,1,2,3,N,2,Standard,0,3,74.48,Y,,,,,,Sure Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,0,10,8,10,10,NULL,NULL,No,NULL,NULL,Website Shopping Experience,NULL,NULL,NULL,NULL
No,Yes,Promoter,10,3,2,5,N,1,Standard,0,1,261.45,,,,,,Y,Sure Post,When expected,NULL,NULL,NULL,Yes,NULL,Yes,NULL,9,NULL,NULL,5,10,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,NULL,NULL,NULL
No,Yes,Promoter,10,1,2,3,N,2,Standard,0,3,246.54,,,Y,,,Y,Sure Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,10,10,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,I Like the service  I dont Like sometimes the order coming without wrapping,Im very satisfied with the service,NULL
No,No,Detractor,6,1,2,3,N,1,Standard,0,1,44.99,Y,,,,,,Sure Post,When expected,NULL,Yes,NULL,Yes,NULL,No,8,99,99,5,4,5,NULL,NULL,No,NULL,NULL,NULL,Price & Value,Expensive but okay,NULL,NULL
No,Yes,Promoter,10,1,2,3,N,1,Standard,0,2,223,,,,,,,USPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,10,10,9,9,Yes by phone,1 time,Low effort,Product Selection & Availability,NULL,"Companys.com is easy ,convenient and timely.",I hope that my next order goes just as easy as this last one.,NULL
No,Yes,Detractor,0,0,2,2,N,3,Standard,0,4,176.78,Y,,,,,Y,Sure Post,Cannot Answer,NULL,Cannot Answer,NULL,Cannot Answer,NULL,Yes,10,10,6,10,10,0,7,9,Yes by phone,2 or more times,Very high effort,NULL,Product Delivery,My shipment started out with Fedex and UPS but was then delivered to my local post office. As I have a PO Box with a temporary mail forward they returned my shipments. After calling your customer service and spending in excess of 45 minutes with a customer service officer who was most helpful and reordered my items only for them to again be delivered to the Post office and returned. So As you split the items into three shipments I have only received one.  I won't be ordering from Company's anytime soon. If you are going to use UPS or Fedex they should see the shipment through to delivery.,NULL,NULL
No,Yes,Promoter,10,0,2,2,N,1,Standard,0,1,34.99,,,,,,Y,Sure Post,Cannot Answer,NULL,Yes,NULL,Cannot Answer,NULL,Yes,10,2,9,10,99,0,4,8,Yes by phone,Issue still unresolved,High effort,Price & Value,NULL,Company's.com is great  BUT Company's shipping is HORRIBLE...I am still waiting for a delivery from a purchase I made since the 28th of November,I am still waiting for my delivery ??,Givenchy
No,No,Detractor,6,1,2,3,N,1,Standard,0,1,35.99,,,,Y,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,5,7,0,9,0,9,Yes by phone,2 or more times,Moderate effort,NULL,Product Selection & Availability,NULL,NULL,NULL
No,Yes,Promoter,10,0,2,2,N,2,Standard,0,4,114.5,,,,,,,Smart Post,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,99,99,9,99,10,NULL,NULL,No,NULL,NULL,Product Delivery,NULL,The ordering process was very easy. And the shipping process especially was very impressive. Very thorough. I even received a phone call saying to expect two separate packages. Just overall excellent customer service from Companys!,"Again, just a great online shopping experience.",NULL
No,Yes,Passive,8,1,2,3,N,1,Standard,0,2,40.8,Y,,,,,,Smart Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,5,5,8,10,10,NULL,NULL,No,NULL,NULL,NULL,Website Shopping Experience,I appreciate that I can get fantastic merchandise online.,"But it was frustrating that the website allows you to  place items in your cart that are not available. This is a waste of time. Then, once the shoes I did purchase finally arrived there was a huge sticker saying that they were floor model. How embarrassing! These are a gift!",BCBGeneration coy shooties51/2
No,Yes,Promoter,10,3,1,4,N,2,Standard,0,2,205.18,,,,Y,,,FedEx,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,10,10,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,"I love Companys. I told my daughter to pick out a quilt on line and I would order it when I got home. She picked out one from Walmart, I asked her if she looked at Companys? She said no I thought that would be to expensive. Well she ended up getting a whole bed set on sale at Companys and was very happy.",NULL,NULL
No,Yes,Passive,7,3,1,4,N,2,Standard,0,3,45.97,Y,,Y,,,,USPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,10,10,NULL,NULL,No,NULL,NULL,NULL,Product Selection & Availability,I liked the sales and the people who work there. I did not like the lines at cash registers. The wait was too long to check out.,NULL,NULL
No,Yes,Promoter,9,2,1,3,N,2,Standard,0,2,69.99,,,Y,,,,FedEx,Later than expected,None of the above,Yes,NULL,Yes,NULL,Yes,10,9,6,9,3,6,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,Having a issue with the return issue. I have made several requests for a return label to be sent to me. I have no confirmation that I will receive one.,NULL,NULL
No,Yes,Promoter,10,2,1,3,N,1,Standard,0,2,90.98,Y,,,Y,,,FedEx,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,7,10,10,10,10,NULL,NULL,No,NULL,NULL,Website Shopping Experience,NULL,"Love Companys.com-  beautiful website, GREAT SELECTION of my favorite Brands.  Fast Delivery!!  Sales galore/ Plenti is great!!",NULL,NULL
No,Yes,Promoter,10,2,1,3,N,1,Standard,0,3,77.17,Y,,,,,,USPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,99,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,Easy checkout and fast shipping.,NULL,Did not carry a wide enough selection in the SIZE that I needed in mans slacks.
No,No,Passive,8,2,1,3,N,1,Buy Online Pick Up In Store,0,2,65.79,Y,,,Y,,,USPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,8,10,10,10,NULL,NULL,No,NULL,NULL,NULL,Product Delivery,I did not like my boots being shipped without the paper being stuffed in the feet or on the box....It's like they just threw them in the box and shipped them....but all my other orders was great.,NULL,NULL
No,No,Promoter,10,2,1,3,N,1,Standard,0,4,39.96,,,,Y,,,FedEx,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,9,9,10,10,10,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,NULL,Just keep up the good work guys...,NULL
No,Yes,Promoter,10,1,1,2,N,1,Standard,0,7,104.93,,,,Y,,,FedEx,When expected,NULL,Yes,NULL,Yes,NULL,Yes,8,9,9,10,9,9,9,9,Yes by phone,1 time,Low effort,Product Selection & Availability,NULL,NULL,NULL,NULL
No,Yes,Promoter,10,1,1,2,N,1,Standard,0,1,25,,,,,,,USPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,99,99,99,99,10,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,"Great product,cute package, and fast delivery. Perfect experience and will continue to shop with Company's!",NULL,NULL
No,Yes,Passive,7,1,1,2,N,1,Standard,0,1,238.39,,,,,,,USPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,8,99,99,8,99,10,NULL,NULL,No,NULL,NULL,NULL,Website Shopping Experience,It was simply and easy to make a purchase,NULL,The quality of diamonds
No,Yes,Passive,8,1,1,2,N,1,Standard,0,1,69.99,Y,,,,,,USPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,8,99,8,8,99,8,NULL,NULL,No,NULL,NULL,NULL,Price & Value,"helpful staff, great presentation",NULL,NULL
No,No,Passive,8,0,1,1,N,2,Standard,0,7,122,,,,,,,USPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,8,0,7,6,7,9,NULL,NULL,No,NULL,NULL,NULL,Price & Value,Fast,Great,NULL
No,Yes,Promoter,10,0,1,1,N,4,Standard,0,8,102.65,Y,,,,,Y,USPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,7,10,8,10,10,10,10,Yes by phone,1 time,Very low effort,Price & Value,NULL,Excelente,Mas variedad en calzado de mujeres size 11,NULL
No,Yes,Promoter,9,0,1,1,N,2,Standard,0,2,89.99,Y,,,,,,USPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,9,9,9,9,9,9,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,Great prices and discounts.,NULL,size 18 months
No,Yes,Promoter,10,0,1,1,N,2,Standard,0,6,137.49,,,,Y,,,USPS,Cannot Answer,NULL,Cannot Answer,NULL,Cannot Answer,NULL,Yes,10,10,99,10,99,10,NULL,NULL,No,NULL,NULL,Website Shopping Experience,NULL,Very easy to place and submit order,NULL,NULL
No,Yes,Promoter,9,0,1,1,N,1,Standard,0,1,109,Y,,,,,,USPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,7,9,9,10,10,NULL,NULL,No,NULL,NULL,Website Shopping Experience,NULL,The site is user Frendly,Need more smaller sizes like size 2,Size
No,Yes,Promoter,9,1,1,2,N,2,Standard,0,6,206.5,,,,,Y,,USPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,1,9,6,9,8,NULL,NULL,No,NULL,NULL,Price & Value,NULL,"Easy, user friendly & quick!",NULL,NULL
No,Yes,Promoter,10,1,1,2,N,2,Standard,0,2,214.99,,,,Y,,Y,Smart Post,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,0,5,5,10,10,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,In stock and fast delivery,NULL,NULL
No,No,Detractor,2,1,13,14,N,1,Standard,0,1,125.99,,,Y,,,,Sure Post,Later than expected,"Issue with original, had to wait for replacement",No,Item was cancelled,No,None of the above,No,10,10,99,10,99,1,3,1,Yes by phone,2 or more times,Very high effort,NULL,Customer Support,"I was promised I would receive my ire in the mail, and then told I wouldn't. Then was told I could drive 2&1/2 hours away to pick it up.",Was told by different people on different phone calls I would still revive time then after a month order was canceled,Nash rose purse
No,Yes,Promoter,9,1,5,6,N,2,Standard,0,3,32.97,Y,,,Y,,,Smart Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,9,1,5,99,9,9,NULL,NULL,No,NULL,NULL,Price & Value,NULL,NULL,NULL,NULL
Yes,Yes,Promoter,9,2,4,6,N,1,Standard,0,1,79.99,,,,Y,,,Smart Post,Cannot Answer,NULL,Cannot Answer,NULL,Cannot Answer,NULL,Cannot Answer,NULL,10,NULL,NULL,99,9,NULL,NULL,No,NULL,NULL,Price & Value,NULL,"easy to order, easy to browse",it would be great if there were more text lines available on the gift cards,NULL
No,No,Passive,7,1,3,4,N,1,Standard,0,1,35.99,,,,Y,,,FedEx,Earlier than expected,NULL,Yes,NULL,No,Manufacturer box / packing inside damaged,Yes,7,99,3,8,99,8,NULL,NULL,No,NULL,NULL,NULL,Price & Value,That the prices were fantastic and I was impressed with the quality of the item I ordered,"I was very pleased with my order experience, The plastic bag that the bedding set came in was pretty ripped up but I still wrapped it up for a gift",NULL
No,Yes,Detractor,3,1,3,4,N,1,Standard,0,1,135,,Y,,,,,Smart Post,Earlier than expected,NULL,No,Did not receive gift with purchase,Yes,NULL,Yes,5,99,99,3,5,8,NULL,NULL,No,NULL,NULL,NULL,Customer Support,Couldn't understand the sale lady at all.,"No disrespect, but please hire online staffs that speak english. The gift's (surprise) for my dauther, but she ended up helping me trying to make sense of.....",NULL
No,No,Detractor,0,0,3,3,N,1,Standard,0,1,38.39,,,,,,,Smart Post,Cannot Answer,NULL,No,Item was cancelled,Cannot Answer,NULL,No,5,0,0,0,99,99,0,1,Yes by phone,2 or more times,Very high effort,NULL,Customer Support,NULL,NULL,size
No,Yes,Promoter,10,1,3,4,N,1,Standard,0,2,49.98,Y,,,,,,Smart Post,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,They shipping is fast,Excellent! better than any other store!,NULL
No,No,Passive,8,0,3,3,N,1,Standard,0,2,148.98,,,,,,Y,Smart Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,99,3,99,3,99,9,NULL,NULL,No,NULL,NULL,NULL,Price & Value,"Easy site to deal with, delivery was fast.",It was fast and easygoing use. The selection of Bear Paws was limited. The one you have are nice.,NULL
No,Yes,Promoter,9,0,3,3,N,1,Standard,0,1,29.99,Y,,,,,,Smart Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,9,10,10,8,9,NULL,NULL,No,NULL,NULL,Price & Value,NULL,NULL,NULL,NULL
No,Yes,Promoter,9,1,3,4,N,2,Standard,0,3,80.28,Y,,,,Y,,Smart Post,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,8,8,8,8,9,8,NULL,NULL,No,NULL,NULL,Price & Value,NULL,NULL,NULL,NULL
No,Yes,Detractor,6,0,3,3,N,1,Standard,0,3,170.99,,Y,,,,Y,Smart Post,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,6,7,7,9,9,9,NULL,NULL,No,NULL,NULL,NULL,Website Shopping Experience,NULL,NULL,32•34
No,Yes,Promoter,10,1,3,4,N,1,Standard,0,2,117.6,,,,,,Y,Smart Post,When expected,NULL,Yes,NULL,Cannot Answer,NULL,Yes,10,99,99,10,10,10,NULL,NULL,No,NULL,NULL,Product Delivery,NULL,Very easy to use and good items.,NULL,NULL
No,No,Promoter,10,1,3,4,N,1,Standard,0,1,27.82,,,,,,Y,Smart Post,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,0,10,10,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,I like the prices!!,I like shopping at Company's good prices and items!,NULL
No,Yes,Promoter,10,0,2,2,N,2,Standard,0,2,106.23,,,,,,Y,USPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,99,99,10,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,IT WAS HASSEL FREE and NO LINES.,NULL,NULL
No,Yes,Detractor,1,2,2,4,N,1,Standard,0,3,32.2,Y,,,,,,Smart Post,Earlier than expected,NULL,No,Item was cancelled,Yes,NULL,Yes,10,99,99,10,10,10,NULL,0,Yes by email,Issue still unresolved,Low effort,NULL,Customer Support,"Your website kept saying it was ""searching"" so I finally just called to place the order.  What a nightmare! If you don't care enough to have your call center in the USA, at least have people who can understand and speak English clearly.  It took 30 minutes to place an order for 3 pajamas.  I would have quit the order except your employees had my credit card info and I kept trying to verify what she was sending and what she was charging me.  After all that, she still got it wrong.  As long as I can order online-I will order from Companys.com again but not via phone ordering.","I never received a response to my email re: ""the last time I hope to ever use your foreign call center"".  I ordered 3 items, got a free gift.  (I was sent the wrong size and color of the free gift.)  I returned 2 items to the Polaris Companyand the associate was very friendly and animated.  She was refreshing.  I think her name was Mahre or similar to that.",I wanted better quality quilts than Martha Stewart
No,Yes,Passive,7,1,1,2,N,2,Standard,0,4,131.36,Y,,,,,Y,USPS,When expected,NULL,No,None of the above,No,External shipping container damaged,Yes,8,5,8,8,10,5,8,8,Yes by phone,1 time,Low effort,NULL,Product Delivery,"Convenience is wonderful! But delivery needs improvement. Packages delivered went missing from my front steps, twice so far this holiday season.",NULL,NULL
No,Yes,Promoter,10,2,1,3,N,1,Standard,0,1,25.49,,,,Y,,,Smart Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,5,10,10,10,10,10,Yes by phone,1 time,Very low effort,Price & Value,NULL,NULL,NULL,NULL
No,Yes,Detractor,3,1,9,10,N,1,Standard,0,1,171,,,,,,Y,FedEx,Cannot Answer,NULL,Cannot Answer,NULL,Cannot Answer,NULL,No,NULL,6,NULL,NULL,7,5,0,4,Yes by phone,2 or more times,Very high effort,NULL,Website Shopping Experience,I waited on hold for an hour and no one picked up so i tried to order online which I did but it wouldnt take my gift card but i ordered anyway and then got an email the next day that they cancelled my order because the store didnt have the item anymore. Then I emailed them back to ask them to ship it to me and got an email with a case number and that was it. I finally had to call AGAIN and go through the whole thing and finally got it ordered. Ridiculous!!,NULL,NULL
No,Yes,Passive,7,0,9,9,N,2,Standard,0,4,143.96,Y,,,,,,Smart Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,10,8,NULL,NULL,No,NULL,NULL,NULL,Website Shopping Experience,the site crashes alot,NULL,NULL
No,Yes,Promoter,10,2,8,10,N,1,Standard,0,3,132.75,,,Y,,,,FedEx,When expected,NULL,Yes,NULL,Yes,NULL,Yes,NULL,9,NULL,NULL,10,10,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,NULL,NULL,NULL
No,Yes,Promoter,10,1,8,9,N,1,Standard,0,1,84,,,,,,Y,Smart Post,Later than expected,None of the above,Yes,NULL,Yes,NULL,Yes,NULL,10,NULL,NULL,10,5,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,"Easy to order, free shipping, great selection",NULL,NULL
No,Yes,Promoter,10,0,8,8,N,4,Standard,0,6,337.93,Y,,,,,,UPS,Later than expected,Longer than expected for multiple shipments,No,None of the above,Yes,NULL,Yes,10,2,10,99,10,7,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,"It is always a wonderful experience, i love the merchandise.",NULL,NULL
No,Yes,Promoter,10,1,7,8,N,2,Standard,0,2,82.2,Y,,,,,,FedEx,When expected,NULL,Yes,NULL,Yes,NULL,Yes,NULL,10,NULL,NULL,10,NULL,NULL,NULL,No,NULL,NULL,Price & Value,NULL,NULL,NULL,NULL
No,Yes,Promoter,10,0,7,7,N,1,Standard,0,1,30.15,,,,,,Y,FedEx,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,5,10,10,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,Everything,NULL,steve madden
No,Yes,Promoter,10,1,7,8,N,1,Standard,19.9,2,79.98,,,,Y,,,Smart Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,5,8,8,8,9,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,Love the brands of quality clothes,"Work many hours, love to be able to shop online to get clothes when not able to get to store.",NULL
No,Yes,Passive,8,0,7,7,N,2,Standard,0,3,44,,,,,,,Mail Innovations,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,9,5,5,5,6,9,NULL,NULL,No,NULL,NULL,NULL,Product Selection & Availability,NULL,NULL,NULL
No,Yes,Promoter,10,13,7,20,Y,4,Standard,0,12,369.56,,,,Y,Y,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,99,10,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,Company's always has the right stuff!  I don't have to search any other department store.,NULL,NULL
No,Yes,Promoter,10,1,7,8,N,1,Standard,0,1,139.61,,,,,,Y,UPS,Cannot Answer,NULL,Cannot Answer,NULL,Cannot Answer,NULL,Yes,10,0,10,10,10,99,0,0,Yes by phone,2 or more times,High effort,Product Delivery,NULL,"I like the convenience of shopping, but I didn't like was when I had a problem that needed to be solved when shopping online the customer service person hung up on me. I tried to call back and got an answering machine saying the hold time would be 10mins.",I finally got my order posted,NULL
No,Yes,Passive,7,1,7,8,N,1,Standard,0,5,87.98,,Y,,,,,Smart Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,6,6,6,6,6,6,NULL,NULL,No,NULL,NULL,NULL,Customer Support,NULL,NULL,NULL
No,Yes,Promoter,10,2,7,9,Y,2,Standard,0,4,239.96,,,,Y,,,UPS,When expected,NULL,Yes,NULL,No,"Item was wrinkled, used or worn looking",Yes,10,10,10,10,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,"Product availability, easy of on-line shopping.",Minor issue with Oneida place settings.  I have not contacted Companys yet (just found damage last night).  I'm sure Companys will take care of it when I notify them.,NULL
No,Yes,Promoter,10,1,7,8,N,3,Standard,0,3,532.97,,,,Y,Y,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,5,9,9,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,NULL,Continue to have excellent shipping but customer service takes long to answer the phone.,NULL
No,Yes,Promoter,10,1,7,8,N,2,Standard,0,2,109.61,,,,,,Y,UPS,Earlier than expected,NULL,Yes,NULL,No,Item damaged due to improper packing,Yes,10,5,9,9,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,Companys.com is very easy to use and I like that I get get my product very quickly!,Pair of women's rain boots were delivered in a bag so the box was completely destroyed,NULL
No,Yes,Promoter,10,1,7,8,N,2,Standard,0,6,115.95,Y,,,,,,Sure Post,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,10,10,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,Que se encuentra todas las mejores marcas,Que Companys encuntraslos mejores precios y nuevos estilos,NULL
No,Yes,Passive,8,0,6,6,N,1,Standard,0,6,420,,Y,,,,,FedEx,When expected,NULL,Yes,NULL,Yes,NULL,Yes,NULL,9,NULL,NULL,99,8,NULL,NULL,No,NULL,NULL,NULL,Product Selection & Availability,NULL,NULL,NULL
No,Yes,Promoter,10,2,6,8,N,3,Standard,0,4,149.92,Y,,,Y,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,8,10,10,10,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,"Easy to use , fast shipping , great customer service",NULL,NULL
No,No,Promoter,10,1,6,7,N,1,Standard,0,3,190.37,Y,,,,,,Smart Post,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,Yes,NULL,NULL
